name,label,rt0,rt1,rt2,rt3,rt4,rt5,rt6,rt7,rt8,rt9
non.0810M.0720F.npy,1,4,2,4,0,2,3,1,1,2,4
couple.0303.0474M.0429F.npy,0,3,0,3,3,2,3,4,0,1,3
couple.0309.0486M.0440F.npy,0,2,1,0,4,0,3,4,0,4,1
couple.0015.0029M.0028F.npy,0,1,2,1,0,4,1,4,3,4,2
couple.0751.1058M.0875F.npy,0,0,1,4,2,3,3,4,0,1,4
non.0666M.0187F.npy,1,1,3,0,4,3,4,0,0,1,0
non.0942M.0332F.npy,1,2,2,0,1,2,0,2,2,1,3
non.0241M.0832F.npy,1,1,1,1,4,4,3,2,1,0,4
non.0165M.0698F.npy,1,2,2,4,0,2,4,1,4,3,2
couple.0205.0289M.0267F.npy,0,3,0,3,0,4,3,4,0,2,1
non.0375M.0954F.npy,1,4,3,3,2,2,1,3,3,3,2
couple.0281.0427M.0390F.npy,0,4,1,4,1,3,2,4,3,0,1
non.0972M.0864F.npy,1,2,2,0,2,0,0,2,1,3,3
non.0462M.0350F.npy,1,3,4,1,1,0,3,0,2,3,2
non.0703M.0324F.npy,1,4,0,0,1,3,0,4,2,2,1
non.0332M.0220F.npy,1,3,4,3,2,2,0,4,0,4,4
couple.0891.1228M.1025F.npy,0,3,4,2,0,4,2,2,1,4,4
couple.0462.0756M.0620F.npy,0,2,3,3,0,2,3,2,4,1,4
non.0121M.0262F.npy,1,1,0,2,0,0,4,0,2,1,3
non.0352M.0501F.npy,1,1,0,1,3,4,0,3,3,3,1
couple.0453.0747M.0615F.npy,0,3,1,4,4,2,2,2,0,4,1
non.0667M.0907F.npy,1,1,0,3,2,1,3,1,2,4,0
couple.0798.1123M.0934F.npy,0,3,2,1,0,1,4,4,1,1,3
non.0371M.0166F.npy,1,3,3,0,1,4,2,4,4,4,4
couple.0368.0634M.0527F.npy,0,1,4,0,4,0,4,1,2,4,3
couple.0148.0207M.0189F.npy,0,2,3,4,2,0,3,0,2,2,1
couple.0501.0794M.0651F.npy,0,1,1,0,4,0,3,0,3,0,3
non.0050M.0359F.npy,1,2,1,4,3,2,3,4,3,4,1
couple.0139.0194M.0176F.npy,0,1,1,0,2,1,0,2,2,3,0
couple.0478.0771M.0635F.npy,0,3,3,4,0,1,4,1,3,2,3
non.0370M.0245F.npy,1,2,2,2,2,3,3,2,0,0,1
couple.0264.0395M.0357F.npy,0,3,0,3,3,3,3,0,1,0,0
non.0260M.0536F.npy,1,3,1,4,0,4,0,2,4,0,3
non.0001M.0795F.npy,1,3,3,3,1,2,3,1,4,1,3
non.0510M.0539F.npy,1,2,0,1,4,2,1,4,4,0,2
non.0106M.0478F.npy,1,1,0,3,3,1,0,1,1,1,3
couple.0248.0364M.0331F.npy,0,4,0,3,1,4,3,4,4,4,0
couple.0301.0469M.0425F.npy,0,1,3,4,2,0,3,4,1,2,1
couple.0106.0149M.0136F.npy,0,1,0,1,0,4,0,2,3,0,1
non.0239M.0049F.npy,1,1,2,1,1,4,3,4,1,2,1
non.0913M.0056F.npy,1,1,4,1,2,3,0,4,1,0,4
couple.0243.0355M.0323F.npy,0,3,0,3,4,4,0,1,1,4,1
non.0539M.0345F.npy,1,4,0,0,3,4,0,0,3,4,4
couple.0228.0329M.0304F.npy,0,4,1,4,1,2,1,2,2,2,1
non.0386M.0573F.npy,1,3,3,1,3,4,1,2,4,1,3
couple.0003.0005M.0006F.npy,0,1,3,1,0,3,3,2,4,2,0
non.0622M.0889F.npy,1,3,0,3,4,2,1,0,0,0,3
couple.0104.0146M.0133F.npy,0,3,0,4,4,3,4,4,0,1,3
non.0042M.0098F.npy,1,4,2,2,4,2,3,1,0,3,4
couple.0987.1332M.1114F.npy,0,2,1,4,2,2,0,3,4,2,3
couple.0662.0955M.0787F.npy,0,3,3,3,0,2,2,4,4,0,0
non.0268M.0392F.npy,1,2,4,4,1,1,4,0,2,1,3
couple.0912.1251M.1047F.npy,0,0,2,2,0,2,2,3,4,2,4
couple.0258.0384M.0347F.npy,0,4,1,0,2,2,2,0,0,1,3
non.0351M.0942F.npy,1,4,3,0,2,1,3,2,4,0,4
non.0879M.0773F.npy,1,3,1,3,0,0,4,3,2,4,1
non.0237M.0756F.npy,1,2,1,4,4,0,2,3,3,0,4
non.0219M.0139F.npy,1,4,3,2,1,1,2,1,0,0,2
non.0218M.0002F.npy,1,4,4,0,0,1,3,3,1,3,0
non.0313M.0049F.npy,1,0,4,0,0,4,3,2,0,0,2
non.0764M.0773F.npy,1,3,2,1,3,3,2,0,0,1,4
couple.0373.0641M.0534F.npy,0,4,3,0,0,2,0,4,2,3,2
non.0219M.0299F.npy,1,4,1,4,3,4,3,2,0,0,2
couple.0289.0442M.0403F.npy,0,0,1,4,1,2,3,4,3,2,0
couple.0306.0480M.0435F.npy,0,0,4,4,0,4,1,3,2,0,2
non.0500M.0994F.npy,1,3,4,3,0,4,3,1,1,4,0
couple.0333.0543M.0473F.npy,0,3,0,2,2,1,2,3,4,2,2
non.0904M.0479F.npy,1,2,3,0,1,4,0,2,1,0,0
non.0357M.0797F.npy,1,3,1,3,1,4,4,4,1,3,1
non.0828M.0943F.npy,1,0,1,4,4,4,2,2,0,0,3
non.0517M.0257F.npy,1,1,3,0,2,2,0,1,1,3,0
couple.0113.0161M.0149F.npy,0,1,0,3,1,0,4,2,3,1,1
couple.0732.1037M.0858F.npy,0,4,3,3,2,3,2,3,3,3,3
couple.0674.0973M.0803F.npy,0,3,0,1,3,0,4,1,4,3,0
non.0805M.0107F.npy,1,3,0,2,4,4,4,3,2,0,0
couple.0315.0499M.0444F.npy,0,1,1,2,4,2,0,1,0,2,1
non.0369M.0315F.npy,1,3,3,2,3,1,3,0,1,4,1
non.0418M.0189F.npy,1,2,4,0,0,3,1,0,2,1,2
non.0422M.0357F.npy,1,4,3,3,4,1,3,1,4,3,2
non.0784M.0169F.npy,1,3,3,1,2,0,2,1,2,4,3
couple.0544.0834M.0685F.npy,0,1,2,4,2,2,4,0,1,4,3
couple.0284.0432M.0395F.npy,0,1,4,4,3,1,3,0,1,0,2
non.0365M.0730F.npy,1,0,4,2,4,0,2,4,3,1,4
non.0238M.0280F.npy,1,0,3,2,0,4,2,2,2,4,4
couple.0378.0649M.0541F.npy,0,0,4,3,1,1,3,3,2,3,2
couple.0345.0574M.0494F.npy,0,3,4,4,1,2,2,3,2,0,3
couple.0074.0107M.0098F.npy,0,0,4,4,0,4,0,3,3,1,3
non.0913M.0461F.npy,1,0,4,2,0,3,4,0,2,0,3
non.0502M.0776F.npy,1,0,1,4,2,0,0,4,1,0,0
couple.0125.0179M.0162F.npy,0,0,1,3,3,3,1,2,1,2,2
couple.0998.1344M.1125F.npy,0,1,2,1,1,1,3,0,0,4,0
couple.0120.0171M.0155F.npy,0,4,3,4,3,3,3,0,2,2,3
non.0235M.0351F.npy,1,0,1,1,0,4,2,2,1,2,1
couple.0910.1249M.1046F.npy,0,3,4,4,2,2,0,2,3,4,1
couple.0044.0068M.0064F.npy,0,2,1,4,4,0,4,3,0,3,3
couple.0001.0002M.0001F.npy,0,0,2,2,1,2,1,3,0,0,0
couple.0018.0034M.0032F.npy,0,2,3,3,0,0,3,2,1,0,0
non.0146M.0274F.npy,1,3,4,3,4,1,1,3,2,4,4
non.0830M.0391F.npy,1,1,3,0,4,3,0,4,3,4,0
non.0634M.0806F.npy,1,1,4,2,0,4,4,0,1,3,2
couple.0919.1260M.1053F.npy,0,4,2,3,2,1,4,2,2,2,1
couple.0199.0282M.0261F.npy,0,2,3,4,1,1,2,4,0,2,3
non.0356M.0212F.npy,1,3,3,2,1,4,4,4,2,0,4
couple.0830.1164M.0969F.npy,0,0,1,4,2,4,3,0,3,0,4
couple.0103.0143M.0131F.npy,0,3,2,1,3,2,4,2,4,0,2
non.0048M.0399F.npy,1,0,3,1,3,1,2,2,2,2,3
non.0465M.0696F.npy,1,0,0,2,2,0,4,0,0,0,1
non.0144M.0068F.npy,1,0,3,1,2,3,0,3,2,1,2
couple.0077.0112M.0103F.npy,0,2,2,4,4,0,1,2,1,3,3
non.0231M.0810F.npy,1,1,3,2,3,4,1,2,3,0,4
non.0060M.0315F.npy,1,2,3,3,0,3,2,4,0,0,2
non.0361M.0047F.npy,1,0,1,0,3,3,3,2,2,4,0
non.0256M.0321F.npy,1,4,0,4,0,1,4,0,2,4,1
non.0623M.0995F.npy,1,2,3,2,0,0,2,2,3,1,3
non.0771M.0659F.npy,1,3,0,0,1,3,0,2,2,2,1
couple.0263.0393M.0356F.npy,0,3,0,0,4,4,2,0,2,3,0
non.0160M.0430F.npy,1,1,3,1,3,2,0,0,1,4,4
non.0979M.0230F.npy,1,4,0,3,2,4,3,1,3,2,0
couple.0106.0148M.0137F.npy,0,0,1,1,3,0,4,0,3,1,0
couple.0479.0772M.0636F.npy,0,2,0,2,3,4,4,3,3,0,1
non.0321M.0207F.npy,1,2,0,4,4,4,4,2,0,4,4
couple.0022.0040M.0041F.npy,0,4,0,2,0,2,4,4,3,0,4
non.0031M.0321F.npy,1,4,4,1,1,1,3,0,3,4,1
non.0890M.0418F.npy,1,1,1,4,4,1,0,3,1,3,2
non.0788M.0459F.npy,1,0,4,4,3,1,2,3,0,1,2
non.0132M.0813F.npy,1,0,4,4,1,0,4,1,1,3,4
couple.0067.0095M.0089F.npy,0,4,1,4,3,1,2,1,1,4,1
couple.0262.0391M.0353F.npy,0,3,2,4,1,0,1,3,2,2,2
couple.0260.0387M.0350F.npy,0,2,1,2,3,3,1,4,2,3,4
couple.0307.0482M.0438F.npy,0,3,0,3,3,1,4,3,3,1,1
non.0108M.0072F.npy,1,1,4,4,0,4,0,1,1,1,4
couple.0668.0967M.0797F.npy,0,1,4,0,3,4,3,0,1,0,0
non.0527M.0660F.npy,1,4,0,3,4,0,3,0,1,0,1
non.0311M.0184F.npy,1,1,0,4,0,4,3,0,1,0,3
non.0795M.0354F.npy,1,1,3,2,3,3,1,4,4,3,3
non.0162M.0995F.npy,1,4,3,0,4,4,2,3,0,1,2
non.0967M.0458F.npy,1,3,2,0,0,1,0,0,1,4,1
couple.0376.0646M.0538F.npy,0,1,2,1,2,3,3,1,1,2,3
couple.0677.0975M.0806F.npy,0,2,3,0,4,1,0,1,1,1,2
non.0995M.0276F.npy,1,4,2,1,2,1,1,4,3,4,2
couple.0237.0344M.0313F.npy,0,1,1,4,2,2,1,0,3,2,1
non.0864M.0240F.npy,1,2,2,2,1,4,0,1,4,3,3
couple.0323.0518M.0457F.npy,0,4,2,3,1,0,0,4,1,0,4
couple.0356.0607M.0513F.npy,0,2,0,2,2,2,2,3,3,1,3
non.0696M.0326F.npy,1,3,4,2,3,4,4,1,3,2,1
couple.0986.1330M.1113F.npy,0,0,4,2,0,3,2,0,3,4,2
non.0053M.0082F.npy,1,0,1,3,3,3,4,4,0,0,3
non.0895M.0338F.npy,1,3,3,0,2,3,4,2,4,3,1
couple.0772.1084M.0897F.npy,0,2,0,1,3,3,1,0,3,4,2
couple.0110.0157M.0144F.npy,0,3,3,1,2,4,0,0,3,3,0
non.0253M.0224F.npy,1,1,3,4,4,1,0,0,4,2,1
couple.0706.1005M.0830F.npy,0,1,4,2,4,4,0,1,4,0,2
couple.0571.0860M.0705F.npy,0,4,3,2,1,3,1,0,1,0,1
non.0651M.0486F.npy,1,4,0,4,2,4,3,4,4,1,1
non.0667M.0328F.npy,1,0,1,3,3,1,2,2,3,0,3
couple.0283.0430M.0393F.npy,0,2,4,4,2,0,4,3,3,2,1
couple.0293.0453M.0409F.npy,0,4,3,2,1,2,0,3,4,0,2
non.0107M.0897F.npy,1,3,3,0,4,2,0,2,2,3,4
non.0326M.0294F.npy,1,4,3,4,3,4,2,0,3,1,4
couple.0588.0875M.0720F.npy,0,3,4,4,1,1,0,4,4,1,1
couple.0957.1301M.1091F.npy,0,0,4,3,1,1,3,4,3,3,0
couple.0339.0558M.0483F.npy,0,0,2,1,1,1,1,2,0,4,4
non.0519M.0171F.npy,1,3,4,3,3,2,1,2,3,1,0
non.0194M.0104F.npy,1,1,3,0,2,1,3,1,2,3,1
non.0377M.0661F.npy,1,1,2,0,0,0,2,3,0,4,1
non.0177M.0359F.npy,1,0,1,1,1,1,1,3,0,3,2
non.0276M.0792F.npy,1,3,2,0,2,3,2,0,1,3,0
non.0184M.0070F.npy,1,2,0,1,2,0,0,2,1,1,0
non.0326M.0530F.npy,1,4,2,3,3,0,1,2,4,1,0
non.0018M.0824F.npy,1,1,3,2,2,3,0,2,2,3,2
couple.0895.1232M.1029F.npy,0,1,0,4,1,2,0,1,1,4,0
non.0788M.0543F.npy,1,2,4,4,0,3,3,2,4,3,2
non.0661M.0418F.npy,1,2,0,1,1,2,1,0,3,1,2
non.0031M.0726F.npy,1,4,0,4,1,2,4,0,0,2,1
couple.0910.1248M.1045F.npy,0,3,1,0,2,2,1,0,2,4,3
non.0461M.0671F.npy,1,4,2,0,0,0,0,3,0,2,1
non.0415M.0243F.npy,1,2,4,2,4,1,1,0,3,1,3
non.0894M.0820F.npy,1,3,2,0,1,0,2,2,3,2,2
couple.0982.1326M.1110F.npy,0,1,3,3,3,4,4,2,1,0,0
non.0249M.0024F.npy,1,4,2,4,2,4,0,4,1,0,3
couple.0566.0855M.0701F.npy,0,2,3,1,0,0,4,2,2,1,1
couple.0254.0376M.0340F.npy,0,2,2,3,1,1,2,4,0,1,1
couple.0288.0440M.0402F.npy,0,0,1,3,3,2,1,0,4,2,4
couple.0007.0014M.0015F.npy,0,1,4,4,2,3,0,3,0,4,1
couple.0152.0214M.0196F.npy,0,0,3,3,0,0,4,0,3,2,0
couple.0018.0034M.0033F.npy,0,1,3,3,4,1,0,2,4,1,2
non.0234M.0162F.npy,1,3,4,3,1,2,2,4,2,4,2
couple.0850.1184M.0984F.npy,0,3,3,0,4,2,1,4,1,4,2
non.0250M.0060F.npy,1,2,3,3,3,1,1,3,2,0,0
non.0534M.0734F.npy,1,1,0,2,3,4,2,2,0,0,2
couple.0536.0826M.0680F.npy,0,0,0,4,0,1,1,4,3,2,2
couple.0401.0678M.0564F.npy,0,1,4,3,4,1,2,1,4,1,0
non.0192M.0852F.npy,1,2,1,4,1,2,2,3,0,3,1
couple.0525.0815M.0671F.npy,0,0,0,2,4,1,1,2,2,4,4
non.0718M.0385F.npy,1,1,2,1,0,0,2,0,0,1,1
couple.0986.1331M.1112F.npy,0,4,0,3,2,1,3,4,1,1,1
non.0215M.0145F.npy,1,0,1,3,4,2,1,3,2,1,2
non.0185M.0799F.npy,1,2,0,0,2,1,0,4,3,2,3
couple.0805.1132M.0942F.npy,0,0,4,0,2,4,2,1,1,4,0
couple.0710.1011M.0835F.npy,0,2,4,3,4,3,0,4,1,1,4
non.0348M.0699F.npy,1,2,3,3,3,0,4,0,1,1,3
non.0403M.0237F.npy,1,1,0,4,3,0,1,0,0,3,2
couple.0316.0501M.0447F.npy,0,0,3,0,3,4,0,4,4,2,3
couple.0586.0873M.0718F.npy,0,0,4,3,1,0,1,3,4,1,4
non.0209M.0335F.npy,1,3,0,2,0,4,1,2,4,4,4
couple.0402.0680M.0566F.npy,0,3,0,0,0,4,4,0,0,0,3
non.0365M.0468F.npy,1,1,1,3,3,3,3,1,2,0,3
couple.0164.0233M.0213F.npy,0,3,0,4,2,4,4,3,1,1,0
non.0254M.0179F.npy,1,0,3,3,3,2,4,2,0,1,2
couple.0978.1323M.1107F.npy,0,4,3,4,4,4,0,3,1,1,4
non.0015M.0866F.npy,1,2,0,1,1,3,1,3,1,4,4
couple.0676.0974M.0805F.npy,0,4,4,4,2,3,1,4,4,3,0
non.0849M.0117F.npy,1,1,2,4,0,4,4,2,4,1,3
non.0515M.0735F.npy,1,3,0,3,0,2,0,4,0,2,2
couple.0508.0800M.0657F.npy,0,2,0,1,2,2,3,1,2,1,0
couple.0158.0224M.0203F.npy,0,2,2,0,4,2,2,1,2,1,1
couple.0216.0307M.0279F.npy,0,1,3,4,2,0,2,0,4,2,3
couple.0653.0943M.0777F.npy,0,3,4,2,3,3,4,1,1,2,3
couple.0069.0100M.0091F.npy,0,1,4,2,3,1,3,2,3,3,2
couple.0324.0520M.0459F.npy,0,0,2,2,0,2,1,3,4,3,2
couple.0342.0567M.0489F.npy,0,2,4,1,3,2,4,0,4,1,3
non.0409M.0333F.npy,1,1,0,4,0,0,2,2,0,2,1
non.0670M.0943F.npy,1,4,1,0,4,4,2,3,2,0,3
couple.0623.0909M.0749F.npy,0,0,0,4,3,1,3,2,2,0,2
couple.0519.0810M.0666F.npy,0,4,0,2,3,3,0,0,1,4,1
couple.0354.0602M.0510F.npy,0,4,2,4,1,0,1,1,1,1,3
non.0755M.0514F.npy,1,3,2,1,4,3,1,3,4,1,3
non.0289M.0791F.npy,1,3,1,2,0,4,2,2,4,3,2
non.0366M.0594F.npy,1,4,1,1,2,2,0,4,2,4,2
non.0633M.0763F.npy,1,1,0,1,0,0,4,3,3,0,2
couple.0845.1179M.0981F.npy,0,1,3,0,1,0,0,2,0,4,0
non.0907M.0143F.npy,1,4,2,3,3,0,4,2,3,2,4
couple.0598.0884M.0730F.npy,0,4,0,3,4,0,1,3,2,4,0
couple.0935.1277M.1067F.npy,0,2,0,2,4,1,0,1,0,2,3
couple.0182.0259M.0239F.npy,0,2,1,3,4,1,4,2,3,1,0
non.0318M.0407F.npy,1,3,2,0,3,2,4,4,4,1,1
non.0296M.0323F.npy,1,0,1,0,2,0,2,1,4,3,3
non.0248M.0082F.npy,1,2,4,4,4,1,2,2,4,0,0
non.0355M.0001F.npy,1,3,3,2,2,2,1,1,4,2,1
couple.0309.0485M.0439F.npy,0,2,3,3,1,1,4,4,0,2,4
non.0356M.0469F.npy,1,2,0,4,1,0,2,1,4,4,3
couple.0809.1140M.0947F.npy,0,2,0,1,2,4,2,1,3,0,2
couple.0272.0409M.0372F.npy,0,1,1,4,0,1,4,2,4,0,0
non.0816M.0226F.npy,1,0,1,1,3,1,1,2,4,2,0
non.0030M.0781F.npy,1,2,2,4,4,1,0,2,0,0,2
non.0525M.0588F.npy,1,0,1,0,2,0,2,3,2,0,4
couple.0666.0963M.0794F.npy,0,3,0,4,1,3,4,2,3,3,1
couple.0318.0508M.0450F.npy,0,4,4,0,0,4,4,3,3,4,2
non.0572M.0766F.npy,1,3,1,4,0,4,3,0,4,3,0
couple.0351.0593M.0503F.npy,0,0,2,0,3,2,0,3,1,4,4
non.0688M.0776F.npy,1,4,2,0,4,2,0,0,4,2,3
non.0761M.0698F.npy,1,4,2,2,0,3,3,0,3,4,1
couple.0381.0653M.0543F.npy,0,3,1,3,2,4,0,4,0,2,0
non.0413M.0798F.npy,1,3,4,2,0,2,1,2,3,0,4
couple.0867.1203M.1000F.npy,0,3,0,3,2,4,0,4,3,0,4
non.0462M.0338F.npy,1,0,4,2,2,0,4,1,4,2,0
non.0348M.0490F.npy,1,1,1,0,2,2,2,0,4,0,3
couple.0159.0225M.0205F.npy,0,4,2,0,2,1,4,3,4,4,2
couple.0709.1010M.0834F.npy,0,2,3,4,3,4,3,2,0,1,2
non.0904M.0385F.npy,1,0,2,0,4,0,4,1,3,4,0
non.0036M.0540F.npy,1,4,1,2,0,1,4,3,1,0,3
non.0418M.0111F.npy,1,2,4,0,2,0,2,2,0,0,3
couple.0190.0271M.0250F.npy,0,4,4,2,3,3,2,4,1,3,2
non.0346M.0144F.npy,1,1,0,2,1,3,2,4,3,4,1
couple.0739.1044M.0865F.npy,0,4,1,0,1,0,4,2,0,4,1
non.0248M.0170F.npy,1,2,4,2,2,0,3,4,4,4,0
couple.0038.0059M.0058F.npy,0,0,3,4,4,0,4,3,0,0,0
couple.0053.0078M.0075F.npy,0,0,1,2,0,4,1,0,2,0,1
couple.0513.0805M.0660F.npy,0,3,3,1,0,4,1,0,2,3,0
non.0765M.0413F.npy,1,4,4,1,0,3,1,3,4,2,0
couple.0060.0087M.0080F.npy,0,0,3,0,2,0,4,2,3,4,2
non.0873M.0901F.npy,1,3,3,2,2,0,1,3,0,0,1
non.0297M.0304F.npy,1,1,3,0,4,4,0,3,4,4,0
non.0144M.0430F.npy,1,4,2,2,4,3,2,3,1,0,3
couple.0869.1206M.1003F.npy,0,2,2,3,3,3,0,0,4,1,3
non.0654M.0977F.npy,1,4,4,2,0,4,2,0,1,0,0
couple.0639.0927M.0765F.npy,0,0,1,1,1,3,4,4,1,3,1
couple.0121.0173M.0157F.npy,0,4,0,0,4,3,3,1,1,2,4
couple.0009.0019M.0019F.npy,0,2,2,2,1,1,4,2,3,0,4
couple.0720.1023M.0846F.npy,0,2,3,2,0,0,4,0,3,3,1
couple.0667.0965M.0795F.npy,0,2,2,3,3,3,4,0,3,4,4
non.0413M.0054F.npy,1,4,2,4,2,4,4,4,3,3,0
non.0662M.0889F.npy,1,3,0,4,4,2,1,2,2,4,4
couple.0302.0471M.0426F.npy,0,4,2,2,0,0,0,3,2,4,1
couple.0402.0679M.0566F.npy,0,1,1,2,2,1,1,0,1,2,4
non.0729M.0579F.npy,1,0,2,2,3,3,2,3,0,3,3
couple.0278.0421M.0382F.npy,0,1,3,4,2,2,1,3,4,4,1
non.0474M.0438F.npy,1,0,2,4,0,2,2,0,2,4,3
non.0664M.0699F.npy,1,2,0,4,1,0,3,3,4,2,2
couple.0806.1134M.0944F.npy,0,0,2,1,4,2,4,2,3,3,4
couple.0565.0854M.0700F.npy,0,4,0,1,2,2,1,3,1,3,3
non.0955M.0334F.npy,1,1,1,2,4,3,3,3,3,3,1
non.0930M.0743F.npy,1,2,3,2,3,4,0,2,1,0,4
non.0779M.0362F.npy,1,1,4,2,3,0,1,3,2,2,1
non.0409M.0177F.npy,1,3,4,1,1,2,3,1,3,0,1
couple.0323.0517M.0458F.npy,0,0,1,0,0,0,0,4,4,3,3
couple.0253.0375M.0338F.npy,0,2,3,2,4,1,4,2,0,0,2
non.0436M.0526F.npy,1,3,4,4,3,0,1,2,3,3,3
couple.0211.0298M.0272F.npy,0,3,3,0,0,2,1,1,0,1,2
couple.0315.0500M.0445F.npy,0,3,3,3,1,2,2,4,0,4,3
couple.0268.0400M.0364F.npy,0,3,3,0,4,1,0,0,0,3,2
couple.0743.1047M.0869F.npy,0,3,3,2,1,0,0,4,0,0,4
non.0241M.0236F.npy,1,4,3,0,4,2,0,2,4,0,0
couple.0149.0209M.0191F.npy,0,2,1,0,4,0,3,4,4,0,4
non.0219M.0357F.npy,1,0,1,2,1,4,1,2,4,1,1
couple.0168.0242M.0221F.npy,0,2,3,3,3,3,2,0,2,4,3
couple.0963.1307M.1095F.npy,0,2,3,3,3,4,2,4,1,2,4
couple.0225.0322M.0297F.npy,0,1,0,3,4,4,0,4,1,4,4
couple.0351.0592M.0503F.npy,0,3,4,0,3,3,1,3,1,4,3
couple.0312.0491M.0441F.npy,0,3,2,1,3,2,2,1,4,1,2
couple.0670.0969M.0799F.npy,0,1,0,0,1,3,2,3,0,1,2
non.0367M.0720F.npy,1,0,4,0,1,0,3,2,2,2,3
couple.0262.0390M.0354F.npy,0,3,0,4,3,4,4,3,4,3,2
non.0918M.0036F.npy,1,3,4,2,1,0,2,1,2,4,4
non.0299M.0617F.npy,1,2,1,4,4,3,2,1,1,4,3
couple.0398.0674M.0561F.npy,0,4,0,4,3,0,2,4,2,3,4
non.0252M.0347F.npy,1,0,1,1,1,3,4,3,4,2,3
non.0109M.0340F.npy,1,2,2,2,1,4,2,4,4,0,1
couple.0337.0553M.0479F.npy,0,0,3,3,2,1,4,3,4,0,0
non.0411M.0942F.npy,1,2,0,1,0,1,3,3,2,1,3
non.0475M.0054F.npy,1,0,3,1,1,0,2,4,3,2,2
non.0588M.0794F.npy,1,1,3,3,2,3,3,1,3,3,2
non.0776M.0556F.npy,1,3,3,3,3,4,4,2,1,4,0
non.0175M.0510F.npy,1,4,4,2,3,3,3,2,2,4,1
non.0143M.0381F.npy,1,4,3,1,0,0,1,3,2,1,1
non.0205M.0436F.npy,1,1,4,3,4,2,0,0,2,2,2
couple.0665.0961M.0792F.npy,0,0,0,4,4,0,0,3,0,4,1
couple.0109.0155M.0142F.npy,0,1,3,0,0,3,2,0,3,4,4
non.0491M.0943F.npy,1,2,2,2,1,2,4,2,4,1,1
non.0119M.0857F.npy,1,0,2,4,1,2,3,1,1,1,1
non.0609M.0349F.npy,1,1,2,4,0,1,4,1,4,2,4
non.0144M.0643F.npy,1,0,0,3,3,2,2,2,2,1,0
couple.0941.1284M.1074F.npy,0,4,1,3,4,4,2,0,2,3,1
couple.0013.0026M.0025F.npy,0,4,3,2,4,2,2,0,0,4,3
non.0012M.0677F.npy,1,3,1,4,3,0,0,1,3,2,3
couple.0477.0770M.0634F.npy,0,1,4,0,3,2,4,3,1,2,4
couple.0228.0329M.0303F.npy,0,1,2,3,2,3,3,1,2,2,4
non.0419M.0598F.npy,1,0,4,2,0,1,1,3,0,3,3
couple.0340.0560M.0486F.npy,0,4,4,2,3,2,2,4,1,2,0
couple.0372.0640M.0533F.npy,0,0,1,1,1,4,0,2,3,1,3
couple.0329.0532M.0468F.npy,0,2,2,3,2,2,4,0,2,3,3
couple.0071.0103M.0094F.npy,0,3,4,0,3,4,3,4,0,3,4
non.0534M.0523F.npy,1,1,4,0,2,4,1,1,3,3,4
couple.0609.0895M.0740F.npy,0,0,3,1,0,1,3,4,2,0,2
couple.0386.0658M.0549F.npy,0,4,0,1,1,1,1,4,4,2,0
non.0367M.0123F.npy,1,1,3,1,4,4,2,1,2,2,0
couple.0106.0148M.0136F.npy,0,4,4,4,0,1,3,0,2,2,2
couple.0802.1129M.0939F.npy,0,0,4,2,1,4,1,1,1,2,4
couple.0371.0639M.0532F.npy,0,2,1,1,3,1,3,0,4,2,3
couple.0225.0323M.0296F.npy,0,1,4,2,0,0,1,4,4,3,0
couple.0763.1070M.0886F.npy,0,1,2,4,3,0,4,1,0,4,4
non.0211M.0256F.npy,1,3,3,4,3,2,2,2,1,1,3
non.0029M.0716F.npy,1,1,0,1,3,2,4,3,3,4,3
couple.0797.1121M.0932F.npy,0,4,0,2,3,1,3,1,4,0,3
non.0250M.0267F.npy,1,0,1,0,4,2,4,2,3,2,4
couple.0326.0527M.0464F.npy,0,4,4,1,3,2,0,4,0,3,0
non.0797M.0219F.npy,1,0,1,2,0,3,3,2,0,3,4
non.0867M.0354F.npy,1,4,2,3,0,3,1,4,1,0,1
couple.0305.0478M.0434F.npy,0,3,1,4,4,3,4,2,4,3,4
non.0411M.0288F.npy,1,2,1,0,4,0,3,3,0,3,2
non.0416M.0899F.npy,1,1,2,4,3,1,2,3,4,1,4
couple.0322.0515M.0456F.npy,0,1,3,0,4,0,0,0,1,3,0
non.0460M.0356F.npy,1,3,4,4,2,4,3,0,3,4,4
couple.0935.1277M.1066F.npy,0,4,4,3,0,2,1,0,2,3,4
couple.0273.0411M.0373F.npy,0,2,4,4,2,2,3,4,3,4,3
couple.0317.0506M.0449F.npy,0,3,2,3,3,1,4,1,3,1,0
couple.0782.1101M.0913F.npy,0,0,4,4,4,2,2,3,3,1,4
couple.0338.0556M.0482F.npy,0,4,1,4,4,2,4,0,2,2,4
couple.0293.0453M.0408F.npy,0,3,1,2,4,2,1,4,4,0,1
non.0355M.0719F.npy,1,1,2,0,2,3,4,2,2,2,2
non.0264M.0996F.npy,1,0,0,4,2,2,4,2,4,1,0
couple.0018.0035M.0032F.npy,0,2,2,0,2,4,4,4,0,4,3
couple.0007.0015M.0014F.npy,0,3,2,1,2,1,1,4,0,1,0
couple.0875.1212M.1009F.npy,0,3,2,1,2,4,3,1,0,3,3
non.0891M.0766F.npy,1,1,4,4,4,0,3,0,1,3,1
non.0153M.0968F.npy,1,2,4,3,3,1,2,4,1,3,0
non.0378M.0964F.npy,1,0,3,3,4,2,3,3,2,1,0
